player_id,is_werewolf,raw_length,old_length,new_length,old_compression_ratio,new_compression_ratio,old_similarity,new_similarity
game4_Player4,False,262,199,516,0.7595419847328244,1.9694656488549618,0.6937673687934875,0.7399369478225708
game5_Player1,False,208,102,402,0.49038461538461536,1.9326923076923077,0.6882563233375549,0.7932888269424438
game5_Player2,True,291,160,478,0.5498281786941581,1.6426116838487972,0.7006180286407471,0.7664926052093506
game5_Player3,False,192,102,575,0.53125,2.9947916666666665,0.7104617953300476,0.7715073823928833
game5_Player5,False,246,102,594,0.4146341463414634,2.4146341463414633,0.6796966195106506,0.7611887454986572
game5_Player4,False,228,102,265,0.4473684210526316,1.162280701754386,0.619527280330658,0.815090000629425
game6_Player5,False,241,263,435,1.0912863070539418,1.8049792531120332,0.7634654641151428,0.8106260299682617
game6_Player2,False,193,224,356,1.160621761658031,1.8445595854922279,0.7232167720794678,0.8108046054840088
game6_Player4,False,489,249,585,0.50920245398773,1.196319018404908,0.7094213366508484,0.8041173815727234
game6_Player1,False,428,199,549,0.4649532710280374,1.2827102803738317,0.6905509829521179,0.8138362169265747
game6_Player3,True,488,238,659,0.48770491803278687,1.3504098360655739,0.6403132081031799,0.7671458125114441
game7_Player3,False,186,263,544,1.413978494623656,2.924731182795699,0.70914626121521,0.7389206886291504
game7_Player5,False,222,102,408,0.4594594594594595,1.837837837837838,0.7169016003608704,0.7939271926879883
game7_Player4,False,482,102,614,0.21161825726141079,1.2738589211618256,0.6944981217384338,0.8069493770599365
game7_Player2,True,480,259,821,0.5395833333333333,1.7104166666666667,0.6662103533744812,0.8094130754470825
game7_Player1,False,481,262,620,0.5446985446985447,1.288981288981289,0.7389033436775208,0.8251846432685852
game8_Player3,False,180,102,421,0.5666666666666667,2.338888888888889,0.7213801741600037,0.827832818031311
game8_Player1,False,160,155,522,0.96875,3.2625,0.6758988499641418,0.7557839751243591
game8_Player2,False,430,303,990,0.7046511627906977,2.302325581395349,0.7049676775932312,0.7976470589637756
game8_Player4,False,515,221,679,0.429126213592233,1.3184466019417476,0.710243821144104,0.8389435410499573
game8_Player5,True,537,260,726,0.48417132216014896,1.3519553072625698,0.69709312915802,0.8041117787361145
game9_Player3,False,178,160,543,0.898876404494382,3.050561797752809,0.7200658917427063,0.7698142528533936
game9_Player4,False,213,224,410,1.051643192488263,1.9248826291079812,0.7115944623947144,0.8182310461997986
game9_Player5,True,502,260,863,0.5179282868525896,1.7191235059760956,0.7145187258720398,0.8078784942626953
game9_Player1,False,532,102,636,0.19172932330827067,1.1954887218045114,0.673970639705658,0.8301849365234375
game9_Player2,False,457,199,671,0.43544857768052514,1.4682713347921226,0.7065036296844482,0.8247601985931396
game10_Player4,False,254,155,610,0.610236220472441,2.4015748031496065,0.6144698858261108,0.7721349000930786
game10_Player1,True,509,242,891,0.47544204322200395,1.7504911591355599,0.7329914569854736,0.8126626014709473
game10_Player3,False,274,102,451,0.3722627737226277,1.645985401459854,0.668231725692749,0.8303572535514832
game10_Player2,False,484,242,808,0.5,1.6694214876033058,0.7334136366844177,0.8276897668838501
game10_Player5,False,497,154,553,0.30985915492957744,1.1126760563380282,0.7017834782600403,0.8356801867485046
game12_Player5,False,242,155,590,0.640495867768595,2.43801652892562,0.631255567073822,0.8297577500343323
game12_Player4,False,205,199,486,0.9707317073170731,2.370731707317073,0.740199625492096,0.8233489394187927
game12_Player1,False,479,199,682,0.4154488517745303,1.4237995824634655,0.6779280304908752,0.8025264143943787
game12_Player2,True,574,238,681,0.4146341463414634,1.1864111498257839,0.578345537185669,0.7639788389205933
game12_Player3,False,484,265,519,0.5475206611570248,1.072314049586777,0.7427322268486023,0.816226601600647
game13_Player2,False,211,267,471,1.2654028436018958,2.2322274881516586,0.6080949306488037,0.7869260311126709
game13_Player1,False,191,224,603,1.1727748691099475,3.157068062827225,0.6914435029029846,0.7977539300918579
game13_Player5,False,393,160,592,0.4071246819338422,1.5063613231552162,0.7212164402008057,0.8197115659713745
game13_Player3,True,481,238,535,0.49480249480249483,1.1122661122661122,0.6741160154342651,0.7456576228141785
game13_Player4,False,476,155,632,0.32563025210084034,1.3277310924369747,0.6706935167312622,0.7829550504684448
game14_Player3,False,216,263,735,1.2175925925925926,3.4027777777777777,0.724295973777771,0.7946581840515137
game14_Player2,False,463,221,1003,0.4773218142548596,2.166306695464363,0.6989110708236694,0.7714365124702454
game14_Player4,False,464,303,612,0.6530172413793104,1.3189655172413792,0.6975478529930115,0.8225625157356262
game14_Player1,False,261,199,650,0.7624521072796935,2.4904214559386975,0.6555808186531067,0.7188405394554138
game14_Player5,True,526,274,703,0.5209125475285171,1.3365019011406845,0.6809282898902893,0.8317771553993225
game15_Player5,True,494,294,525,0.5951417004048583,1.062753036437247,0.7581248879432678,0.804956316947937
game15_Player4,False,265,221,503,0.8339622641509434,1.8981132075471698,0.6707452535629272,0.7777407765388489
game15_Player2,False,572,199,963,0.3479020979020979,1.6835664335664335,0.7196597456932068,0.8265705704689026
game15_Player3,False,414,203,400,0.49033816425120774,0.966183574879227,0.7305849194526672,0.7960013747215271
game15_Player1,False,171,202,758,1.1812865497076024,4.432748538011696,0.608001172542572,0.7186537981033325
game16_Player1,False,498,304,906,0.6104417670682731,1.819277108433735,0.7646721005439758,0.8183277249336243
game16_Player2,True,499,347,813,0.6953907815631263,1.629258517034068,0.6895045638084412,0.7832719683647156
game16_Player5,False,217,224,566,1.032258064516129,2.608294930875576,0.7214897274971008,0.8009346127510071
game16_Player4,False,237,102,555,0.43037974683544306,2.3417721518987342,0.70792156457901,0.7953051328659058
game16_Player3,False,355,284,732,0.8,2.0619718309859154,0.7264145016670227,0.8080934286117554
game17_Player2,False,200,102,528,0.51,2.64,0.7004091739654541,0.7837809920310974
game17_Player3,False,478,268,592,0.5606694560669456,1.2384937238493723,0.7064152359962463,0.8132625222206116
game17_Player1,True,496,199,590,0.4012096774193548,1.189516129032258,0.5905053615570068,0.7572528123855591
game17_Player5,False,486,263,561,0.5411522633744856,1.154320987654321,0.6872835755348206,0.7802387475967407
game17_Player4,False,237,204,513,0.8607594936708861,2.1645569620253164,0.5512773394584656,0.6977635622024536
game18_Player2,False,190,102,466,0.5368421052631579,2.4526315789473685,0.6791506409645081,0.7461444139480591
game18_Player1,False,162,224,366,1.382716049382716,2.259259259259259,0.7455351948738098,0.8170018196105957
game18_Player3,True,445,199,746,0.44719101123595506,1.6764044943820224,0.6011146903038025,0.7855475544929504
game18_Player5,False,337,224,645,0.6646884272997032,1.913946587537092,0.6374501585960388,0.7870499491691589
game18_Player4,False,388,102,611,0.26288659793814434,1.574742268041237,0.6830442547798157,0.78387850522995
game19_Player2,False,174,205,430,1.1781609195402298,2.471264367816092,0.6004698276519775,0.7861398458480835
game19_Player4,True,222,221,612,0.9954954954954955,2.7567567567567566,0.7116416692733765,0.7927221655845642
game19_Player5,False,262,102,445,0.3893129770992366,1.6984732824427482,0.6691714525222778,0.7835370302200317
game19_Player3,False,298,203,528,0.6812080536912751,1.7718120805369129,0.6719920635223389,0.7490333318710327
game19_Player1,False,332,203,510,0.6114457831325302,1.536144578313253,0.7145541310310364,0.8047410845756531
game20_Player4,False,193,263,433,1.3626943005181347,2.243523316062176,0.6965413689613342,0.787885844707489
game20_Player3,True,577,265,1003,0.4592720970537262,1.7383015597920277,0.6709243655204773,0.7642640471458435
game20_Player2,False,205,102,437,0.4975609756097561,2.131707317073171,0.6854693293571472,0.8141683340072632
game20_Player5,False,430,160,492,0.37209302325581395,1.1441860465116278,0.7110942006111145,0.8356903791427612
game20_Player1,False,516,238,974,0.46124031007751937,1.8875968992248062,0.6896212697029114,0.7809745073318481
